xflr5 v6.47

Plane Name
T1-10.0 m/s-Panel-Inviscid
QInf  =,   10.000000 ,m/s
Alpha = ,  10.000000
Beta  = ,   0.000�
Phi   = ,   0.000�
Ctrl  = ,   0.000
CL    = ,   1.216729
Cy    = ,   0.000000
Cd=,   0.051050,ICd=,    0.051050,PCd=,    0.000000
Cl   = ,4.25838e-16
Cm   =,    -1.55736
ICn=,   -0.000000,PCn=,   -0.000000
XCP=,   10.816701, YCP=,   -0.000000, ZCP=,    1.021642 
XNP=,    0.000000
Bending =, 275043.031289

Main Wing
  y-span,Chord,Ai,Cl,PCd,ICd,CmGeom,CmAirf@chord/4,XTrtop,XTrBot,XCP,BM
  -34.9003,   3.6043, -8.257, 0.412250, 0.000000, 0.059820,-2.591320, 0.000014, 0.0000, 0.0000, 0.2466, 0.0000
  -34.6619,   3.6613, -7.013, 0.685524, 0.000000, 0.084320,-3.781817,-0.033490, 0.0000, 0.0000, 0.2913, 2.6683
  -34.1867,   3.7749, -5.815, 0.925208, 0.000000, 0.094200,-4.710091,-0.041339, 0.0000, 0.0000, 0.2876,34.8760
  -33.4780,   3.9444, -4.736, 1.104337, 0.000000, 0.091460,-5.323352,-0.061393, 0.0000, 0.0000, 0.2985,175.4987
  -32.5406,   4.1686, -3.830, 1.225074, 0.000000, 0.081976,-5.503652,-0.078765, 0.0000, 0.0000, 0.3071,573.8634
  -31.3809,   4.4459, -3.130, 1.298445, 0.000000, 0.070964,-5.339182,-0.090534, 0.0000, 0.0000, 0.3124,1459.0847
  -30.0069,   4.7744, -2.639, 1.337369, 0.000000, 0.061581,-4.956481,-0.097621, 0.0000, 0.0000, 0.3156,3142.9139
  -28.4278,   5.1520, -2.326, 1.352701, 0.000000, 0.054883,-4.460802,-0.101624, 0.0000, 0.0000, 0.3177,6018.6337
  -26.6546,   5.5761, -2.151, 1.352139, 0.000000, 0.050715,-3.924322,-0.103770, 0.0000, 0.0000, 0.3194,10556.8645
  -24.6993,   6.0436, -2.076, 1.340662, 0.000000, 0.048505,-3.391284,-0.104816, 0.0000, 0.0000, 0.3209,17297.7209
  -22.5753,   6.5516, -2.070, 1.321342, 0.000000, 0.047670,-2.886691,-0.105202, 0.0000, 0.0000, 0.3224,26838.2902
  -20.2971,   7.0963, -2.114, 1.295980, 0.000000, 0.047727,-2.423208,-0.105185, 0.0000, 0.0000, 0.3240,39814.6182
  -17.8802,   7.6743, -2.191, 1.265551, 0.000000, 0.048290,-2.006028,-0.104918, 0.0000, 0.0000, 0.3259,56877.8154
  -15.3412,   8.2815, -2.289, 1.230457, 0.000000, 0.049037,-1.635919,-0.104524, 0.0000, 0.0000, 0.3281,78664.4138
  -12.6974,   8.9137, -2.396, 1.190665, 0.000000, 0.049651,-1.311374,-0.104149, 0.0000, 0.0000, 0.3308,105761.6055
   -9.9668,   9.5666, -2.496, 1.145765, 0.000000, 0.049742,-1.029846,-0.104059, 0.0000, 0.0000, 0.3344,138668.4513
   -7.1682,  10.2359, -2.563, 1.094977, 0.000000, 0.048725,-0.788770,-0.104885, 0.0000, 0.0000, 0.3397,177754.5236
   -4.3206,  10.9168, -2.537, 1.036970, 0.000000, 0.045444,-0.586648,-0.108233, 0.0000, 0.0000, 0.3489,223217.7937
   -1.4435,  11.6048, -2.239, 0.966575, 0.000000, 0.036244,-0.425486,-0.119681, 0.0000, 0.0000, 0.3698,275043.0313
    1.4435,  11.6048, -2.239, 0.966575, 0.000000, 0.036244,-0.425486,-0.119681, 0.0000, 0.0000, 0.3698,275043.0313
    4.3206,  10.9168, -2.537, 1.036970, 0.000000, 0.045444,-0.586648,-0.108233, 0.0000, 0.0000, 0.3489,223217.7937
    7.1682,  10.2359, -2.563, 1.094977, 0.000000, 0.048725,-0.788770,-0.104885, 0.0000, 0.0000, 0.3397,177754.5236
    9.9668,   9.5666, -2.496, 1.145765, 0.000000, 0.049742,-1.029846,-0.104059, 0.0000, 0.0000, 0.3344,138668.4513
   12.6974,   8.9137, -2.396, 1.190665, 0.000000, 0.049651,-1.311374,-0.104149, 0.0000, 0.0000, 0.3308,105761.6055
   15.3412,   8.2815, -2.289, 1.230457, 0.000000, 0.049037,-1.635919,-0.104524, 0.0000, 0.0000, 0.3281,78664.4138
   17.8802,   7.6743, -2.191, 1.265551, 0.000000, 0.048290,-2.006028,-0.104918, 0.0000, 0.0000, 0.3259,56877.8154
   20.2971,   7.0963, -2.114, 1.295980, 0.000000, 0.047727,-2.423208,-0.105185, 0.0000, 0.0000, 0.3240,39814.6182
   22.5753,   6.5516, -2.070, 1.321342, 0.000000, 0.047670,-2.886691,-0.105202, 0.0000, 0.0000, 0.3224,26838.2902
   24.6993,   6.0436, -2.076, 1.340662, 0.000000, 0.048505,-3.391284,-0.104816, 0.0000, 0.0000, 0.3209,17297.7209
   26.6546,   5.5761, -2.151, 1.352139, 0.000000, 0.050715,-3.924322,-0.103770, 0.0000, 0.0000, 0.3194,10556.8645
   28.4278,   5.1520, -2.326, 1.352701, 0.000000, 0.054883,-4.460802,-0.101624, 0.0000, 0.0000, 0.3177,6018.6337
   30.0069,   4.7744, -2.639, 1.337369, 0.000000, 0.061581,-4.956481,-0.097621, 0.0000, 0.0000, 0.3156,3142.9139
   31.3809,   4.4459, -3.130, 1.298445, 0.000000, 0.070964,-5.339182,-0.090534, 0.0000, 0.0000, 0.3124,1459.0847
   32.5406,   4.1686, -3.830, 1.225074, 0.000000, 0.081976,-5.503652,-0.078765, 0.0000, 0.0000, 0.3071,573.8634
   33.4780,   3.9444, -4.736, 1.104337, 0.000000, 0.091460,-5.323352,-0.061393, 0.0000, 0.0000, 0.2985,175.4987
   34.1867,   3.7749, -5.815, 0.925208, 0.000000, 0.094200,-4.710091,-0.041339, 0.0000, 0.0000, 0.2876,34.8760
   34.6619,   3.6613, -7.013, 0.685524, 0.000000, 0.084320,-3.781817,-0.033490, 0.0000, 0.0000, 0.2913, 2.6683
   34.9003,   3.6043, -8.257, 0.412250, 0.000000, 0.059820,-2.591320, 0.000014, 0.0000, 0.0000, 0.2466, 0.0000


Main Wing Cp Coefficients
Panel,CtrlPt.x,CtrlPt.y,CtrlPt.z,Nx,Ny,Nz,Area,Cp
 326,   1.670e+01,  -1.787e+01,   6.877e-01,      -0.109,      -0.067,      -0.992,   8.202e-01,      0.3554
 327,   1.627e+01,  -1.787e+01,   7.033e-01,       0.009,      -0.032,      -0.999,   1.304e+00,      0.3780
 328,   1.566e+01,  -1.787e+01,   6.755e-01,       0.073,      -0.012,      -0.997,   1.723e+00,      0.3370
 329,   1.490e+01,  -1.787e+01,   6.038e-01,       0.113,       0.001,      -0.994,   2.046e+00,      0.2868
 330,   1.405e+01,  -1.787e+01,   5.028e-01,       0.120,       0.004,      -0.993,   2.245e+00,      0.2375
 331,   1.313e+01,  -1.787e+01,   4.023e-01,       0.099,      -0.005,      -0.995,   2.307e+00,      0.2058
 332,   1.222e+01,  -1.787e+01,   3.345e-01,       0.049,      -0.026,      -0.998,   2.232e+00,      0.2187
 333,   1.136e+01,  -1.787e+01,   3.177e-01,      -0.012,      -0.053,      -0.999,   2.035e+00,      0.2943
 334,   1.061e+01,  -1.787e+01,   3.477e-01,      -0.072,      -0.080,      -0.994,   1.727e+00,      0.4256
 335,   9.999e+00,  -1.787e+01,   4.101e-01,      -0.140,      -0.114,      -0.984,   1.325e+00,      0.6071
 336,   9.573e+00,  -1.787e+01,   4.970e-01,      -0.284,      -0.184,      -0.941,   8.636e-01,      0.7747
 337,   9.353e+00,  -1.787e+01,   6.008e-01,      -0.652,      -0.364,      -0.665,   4.140e-01,      0.0744
 338,   9.353e+00,  -1.787e+01,   7.565e-01,      -0.801,      -0.401,       0.444,   6.275e-01,     -3.0066
 339,   9.573e+00,  -1.787e+01,   9.527e-01,      -0.487,      -0.226,       0.844,   9.667e-01,     -2.8219
 340,   9.999e+00,  -1.786e+01,   1.138e+00,      -0.321,      -0.140,       0.937,   1.393e+00,     -1.9988
 341,   1.061e+01,  -1.786e+01,   1.301e+00,      -0.207,      -0.083,       0.975,   1.763e+00,     -1.6768
 342,   1.136e+01,  -1.786e+01,   1.417e+00,      -0.101,      -0.033,       0.994,   2.043e+00,     -1.4761
 343,   1.222e+01,  -1.786e+01,   1.457e+00,       0.003,       0.013,       1.000,   2.227e+00,     -1.2502
 344,   1.313e+01,  -1.786e+01,   1.411e+00,       0.097,       0.052,       0.994,   2.307e+00,     -0.9586
 345,   1.405e+01,  -1.786e+01,   1.291e+00,       0.163,       0.077,       0.984,   2.263e+00,     -0.6512
 346,   1.490e+01,  -1.786e+01,   1.131e+00,       0.204,       0.092,       0.975,   2.083e+00,     -0.3808
 347,   1.566e+01,  -1.787e+01,   9.661e-01,       0.222,       0.098,       0.970,   1.769e+00,     -0.1726
 348,   1.627e+01,  -1.787e+01,   8.257e-01,       0.226,       0.099,       0.969,   1.344e+00,     -0.0340
 349,   1.670e+01,  -1.787e+01,   7.239e-01,       0.240,       0.103,       0.965,   8.422e-01,      0.1209
 350,   1.692e+01,  -1.787e+01,   6.692e-01,       0.243,       0.104,       0.965,   2.865e-01,      0.2210
Strip 14
 351,   1.620e+01,  -1.533e+01,   5.699e-01,      -0.128,      -0.072,      -0.989,   3.155e-01,      0.2888
 352,   1.596e+01,  -1.533e+01,   5.972e-01,      -0.109,      -0.067,      -0.992,   9.257e-01,      0.3553
 353,   1.550e+01,  -1.533e+01,   6.141e-01,       0.009,      -0.032,      -0.999,   1.472e+00,      0.3775
 354,   1.484e+01,  -1.533e+01,   5.841e-01,       0.073,      -0.012,      -0.997,   1.944e+00,      0.3356
 355,   1.403e+01,  -1.533e+01,   5.066e-01,       0.113,       0.001,      -0.994,   2.308e+00,      0.2840
 356,   1.310e+01,  -1.533e+01,   3.977e-01,       0.120,       0.004,      -0.993,   2.534e+00,      0.2325
 357,   1.212e+01,  -1.533e+01,   2.892e-01,       0.099,      -0.005,      -0.995,   2.603e+00,      0.1979
 358,   1.113e+01,  -1.533e+01,   2.160e-01,       0.049,      -0.026,      -0.998,   2.519e+00,      0.2075
 359,   1.021e+01,  -1.533e+01,   1.980e-01,      -0.012,      -0.053,      -0.999,   2.297e+00,      0.2801
 360,   9.392e+00,  -1.533e+01,   2.303e-01,      -0.072,      -0.080,      -0.994,   1.949e+00,      0.4089
 361,   8.735e+00,  -1.533e+01,   2.977e-01,      -0.140,      -0.114,      -0.984,   1.495e+00,      0.5899
 362,   8.274e+00,  -1.533e+01,   3.914e-01,      -0.284,      -0.184,      -0.941,   9.748e-01,      0.7751
 363,   8.037e+00,  -1.533e+01,   5.034e-01,      -0.652,      -0.364,      -0.665,   4.675e-01,      0.1736
 364,   8.037e+00,  -1.533e+01,   6.715e-01,      -0.802,      -0.401,       0.444,   7.080e-01,     -2.7742
 365,   8.274e+00,  -1.533e+01,   8.832e-01,      -0.487,      -0.226,       0.844,   1.091e+00,     -2.6816
 366,   8.735e+00,  -1.533e+01,   1.083e+00,      -0.321,      -0.140,       0.937,   1.572e+00,     -1.9210
 367,   9.392e+00,  -1.533e+01,   1.260e+00,      -0.207,      -0.083,       0.975,   1.989e+00,     -1.6240
 368,   1.021e+01,  -1.533e+01,   1.384e+00,      -0.101,      -0.033,       0.994,   2.306e+00,     -1.4374
 369,   1.113e+01,  -1.532e+01,   1.427e+00,       0.003,       0.013,       1.000,   2.513e+00,     -1.2219
 370,   1.212e+01,  -1.533e+01,   1.377e+00,       0.097,       0.052,       0.994,   2.604e+00,     -0.9389
 371,   1.310e+01,  -1.533e+01,   1.248e+00,       0.163,       0.077,       0.984,   2.554e+00,     -0.6384
 372,   1.403e+01,  -1.533e+01,   1.076e+00,       0.204,       0.092,       0.975,   2.351e+00,     -0.3728
 373,   1.484e+01,  -1.533e+01,   8.977e-01,       0.222,       0.098,       0.970,   1.997e+00,     -0.1679
 374,   1.550e+01,  -1.533e+01,   7.462e-01,       0.226,       0.099,       0.969,   1.517e+00,     -0.0314
 375,   1.596e+01,  -1.533e+01,   6.363e-01,       0.240,       0.103,       0.965,   9.506e-01,      0.1217
 376,   1.620e+01,  -1.533e+01,   5.773e-01,       0.243,       0.104,       0.965,   3.234e-01,      0.2209
Strip 15
 377,   1.545e+01,  -1.269e+01,   4.736e-01,      -0.128,      -0.072,      -0.989,   3.521e-01,      0.2886
 378,   1.520e+01,  -1.269e+01,   5.030e-01,      -0.109,      -0.067,      -0.992,   1.033e+00,      0.3551
 379,   1.470e+01,  -1.269e+01,   5.212e-01,       0.009,      -0.032,      -0.999,   1.643e+00,      0.3768
 380,   1.399e+01,  -1.269e+01,   4.889e-01,       0.073,      -0.012,      -0.997,   2.170e+00,      0.3339
 381,   1.312e+01,  -1.269e+01,   4.055e-01,       0.113,       0.001,      -0.994,   2.576e+00,      0.2806
 382,   1.212e+01,  -1.269e+01,   2.882e-01,       0.120,       0.004,      -0.993,   2.828e+00,      0.2266
 383,   1.106e+01,  -1.269e+01,   1.715e-01,       0.099,      -0.005,      -0.995,   2.905e+00,      0.1887
 384,   1.000e+01,  -1.269e+01,   9.270e-02,       0.049,      -0.026,      -0.998,   2.811e+00,      0.1946
 385,   9.003e+00,  -1.269e+01,   7.325e-02,      -0.012,      -0.053,      -0.999,   2.563e+00,      0.2637
 386,   8.125e+00,  -1.269e+01,   1.081e-01,      -0.072,      -0.080,      -0.994,   2.176e+00,      0.3895
 387,   7.418e+00,  -1.269e+01,   1.806e-01,      -0.140,      -0.114,      -0.984,   1.669e+00,      0.5693
 388,   6.922e+00,  -1.269e+01,   2.815e-01,      -0.284,      -0.184,      -0.941,   1.088e+00,      0.7721
 389,   6.667e+00,  -1.269e+01,   4.021e-01,      -0.652,      -0.363,      -0.666,   5.219e-01,      0.2770
 390,   6.667e+00,  -1.269e+01,   5.830e-01,      -0.802,      -0.401,       0.443,   7.900e-01,     -2.5183
 391,   6.922e+00,  -1.269e+01,   8.109e-01,      -0.487,      -0.226,       0.843,   1.217e+00,     -2.5242
 392,   7.418e+00,  -1.269e+01,   1.026e+00,      -0.321,      -0.140,       0.937,   1.754e+00,     -1.8334
 393,   8.125e+00,  -1.268e+01,   1.216e+00,      -0.207,      -0.083,       0.975,   2.220e+00,     -1.5645
 394,   9.003e+00,  -1.268e+01,   1.350e+00,      -0.101,      -0.033,       0.994,   2.573e+00,     -1.3939
 395,   1.000e+01,  -1.268e+01,   1.397e+00,       0.003,       0.013,       1.000,   2.805e+00,     -1.1903
 396,   1.106e+01,  -1.268e+01,   1.343e+00,       0.097,       0.052,       0.994,   2.906e+00,     -0.9171
 397,   1.212e+01,  -1.268e+01,   1.204e+00,       0.163,       0.077,       0.984,   2.851e+00,     -0.6242
 398,   1.312e+01,  -1.269e+01,   1.018e+00,       0.204,       0.092,       0.975,   2.624e+00,     -0.3642
 399,   1.399e+01,  -1.269e+01,   8.265e-01,       0.222,       0.098,       0.970,   2.229e+00,     -0.1630
 400,   1.470e+01,  -1.269e+01,   6.634e-01,       0.226,       0.099,       0.969,   1.693e+00,     -0.0289
 401,   1.520e+01,  -1.269e+01,   5.450e-01,       0.240,       0.103,       0.965,   1.061e+00,      0.1223
 402,   1.545e+01,  -1.269e+01,   4.815e-01,       0.242,       0.104,       0.965,   3.610e-01,      0.2203
Strip 16
 403,   1.468e+01,  -9.960e+00,   3.742e-01,      -0.128,      -0.072,      -0.989,   3.888e-01,      0.2882
 404,   1.441e+01,  -9.960e+00,   4.057e-01,      -0.109,      -0.067,      -0.992,   1.141e+00,      0.3547
 405,   1.387e+01,  -9.960e+00,   4.252e-01,       0.009,      -0.032,      -0.999,   1.814e+00,      0.3758
 406,   1.311e+01,  -9.960e+00,   3.906e-01,       0.073,      -0.012,      -0.997,   2.395e+00,      0.3319
 407,   1.217e+01,  -9.960e+00,   3.011e-01,       0.113,       0.001,      -0.994,   2.844e+00,      0.2769
 408,   1.110e+01,  -9.961e+00,   1.752e-01,       0.120,       0.004,      -0.993,   3.122e+00,      0.2200
 409,   9.966e+00,  -9.961e+00,   4.990e-02,       0.099,      -0.005,      -0.995,   3.208e+00,      0.1783
 410,   8.829e+00,  -9.962e+00,  -3.467e-02,       0.049,      -0.026,      -0.998,   3.104e+00,      0.1800
 411,   7.759e+00,  -9.962e+00,  -5.555e-02,      -0.012,      -0.053,      -0.999,   2.830e+00,      0.2449
 412,   6.817e+00,  -9.962e+00,  -1.813e-02,      -0.072,      -0.080,      -0.994,   2.403e+00,      0.3669
 413,   6.058e+00,  -9.961e+00,   5.968e-02,      -0.140,      -0.114,      -0.984,   1.843e+00,      0.5444
 414,   5.526e+00,  -9.961e+00,   1.680e-01,      -0.284,      -0.184,      -0.941,   1.202e+00,      0.7644
 415,   5.252e+00,  -9.960e+00,   2.974e-01,      -0.652,      -0.363,      -0.666,   5.765e-01,      0.3842
 416,   5.252e+00,  -9.960e+00,   4.916e-01,      -0.802,      -0.401,       0.443,   8.720e-01,     -2.2339
 417,   5.526e+00,  -9.959e+00,   7.362e-01,      -0.487,      -0.226,       0.843,   1.343e+00,     -2.3455
 418,   6.058e+00,  -9.958e+00,   9.669e-01,      -0.321,      -0.140,       0.937,   1.936e+00,     -1.7332
 419,   6.817e+00,  -9.957e+00,   1.171e+00,      -0.207,      -0.083,       0.975,   2.450e+00,     -1.4965
 420,   7.759e+00,  -9.956e+00,   1.314e+00,      -0.101,      -0.033,       0.994,   2.841e+00,     -1.3448
 421,   8.829e+00,  -9.956e+00,   1.365e+00,       0.003,       0.013,       1.000,   3.098e+00,     -1.1553
 422,   9.966e+00,  -9.956e+00,   1.307e+00,       0.097,       0.052,       0.994,   3.209e+00,     -0.8936
 423,   1.110e+01,  -9.957e+00,   1.158e+00,       0.163,       0.077,       0.984,   3.149e+00,     -0.6097
 424,   1.217e+01,  -9.958e+00,   9.584e-01,       0.204,       0.092,       0.975,   2.898e+00,     -0.3557
 425,   1.311e+01,  -9.959e+00,   7.529e-01,       0.222,       0.098,       0.970,   2.461e+00,     -0.1583
 426,   1.387e+01,  -9.959e+00,   5.779e-01,       0.226,       0.099,       0.969,   1.870e+00,     -0.0267
 427,   1.441e+01,  -9.960e+00,   4.508e-01,       0.239,       0.103,       0.965,   1.172e+00,      0.1224
 428,   1.468e+01,  -9.960e+00,   3.827e-01,       0.242,       0.104,       0.965,   3.987e-01,      0.2193
Strip 17
 429,   1.389e+01,  -7.163e+00,   2.723e-01,      -0.128,      -0.072,      -0.989,   4.248e-01,      0.2875
 430,   1.360e+01,  -7.163e+00,   3.060e-01,      -0.109,      -0.067,      -0.992,   1.247e+00,      0.3540
 431,   1.303e+01,  -7.163e+00,   3.268e-01,       0.009,      -0.032,      -0.999,   1.982e+00,      0.3748
 432,   1.221e+01,  -7.163e+00,   2.898e-01,       0.073,      -0.012,      -0.997,   2.617e+00,      0.3298
 433,   1.121e+01,  -7.164e+00,   1.940e-01,       0.113,       0.001,      -0.994,   3.108e+00,      0.2727
 434,   1.006e+01,  -7.164e+00,   5.935e-02,       0.121,       0.004,      -0.993,   3.411e+00,      0.2128
 435,   8.845e+00,  -7.164e+00,  -7.473e-02,       0.099,      -0.005,      -0.995,   3.505e+00,      0.1669
 436,   7.629e+00,  -7.165e+00,  -1.652e-01,       0.049,      -0.026,      -0.998,   3.391e+00,      0.1638
 437,   6.484e+00,  -7.165e+00,  -1.876e-01,      -0.012,      -0.053,      -0.999,   3.092e+00,      0.2238
 438,   5.476e+00,  -7.164e+00,  -1.475e-01,      -0.072,      -0.080,      -0.994,   2.625e+00,      0.3409
 439,   4.664e+00,  -7.164e+00,  -6.426e-02,      -0.140,      -0.114,      -0.984,   2.014e+00,      0.5141
 440,   4.095e+00,  -7.164e+00,   5.161e-02,      -0.284,      -0.184,      -0.941,   1.313e+00,      0.7498
 441,   3.802e+00,  -7.164e+00,   1.901e-01,      -0.651,      -0.363,      -0.666,   6.301e-01,      0.4961
 442,   3.802e+00,  -7.163e+00,   3.979e-01,      -0.802,      -0.401,       0.442,   9.526e-01,     -1.9086
 443,   4.095e+00,  -7.162e+00,   6.596e-01,      -0.487,      -0.226,       0.843,   1.467e+00,     -2.1339
 444,   4.664e+00,  -7.162e+00,   9.065e-01,      -0.321,      -0.140,       0.937,   2.115e+00,     -1.6134
 445,   5.476e+00,  -7.161e+00,   1.125e+00,      -0.207,      -0.083,       0.975,   2.677e+00,     -1.4157
 446,   6.484e+00,  -7.161e+00,   1.278e+00,      -0.101,      -0.033,       0.994,   3.104e+00,     -1.2881
 447,   7.629e+00,  -7.161e+00,   1.332e+00,       0.003,       0.013,       1.000,   3.384e+00,     -1.1171
 448,   8.845e+00,  -7.161e+00,   1.270e+00,       0.097,       0.052,       0.994,   3.506e+00,     -0.8702
 449,   1.006e+01,  -7.161e+00,   1.111e+00,       0.163,       0.077,       0.984,   3.440e+00,     -0.5967
 450,   1.121e+01,  -7.162e+00,   8.973e-01,       0.204,       0.092,       0.975,   3.166e+00,     -0.3493
 451,   1.221e+01,  -7.162e+00,   6.775e-01,       0.222,       0.098,       0.970,   2.689e+00,     -0.1556
 452,   1.303e+01,  -7.163e+00,   4.902e-01,       0.226,       0.099,       0.969,   2.043e+00,     -0.0261
 453,   1.360e+01,  -7.163e+00,   3.543e-01,       0.239,       0.103,       0.965,   1.280e+00,      0.1214
 454,   1.389e+01,  -7.163e+00,   2.814e-01,       0.242,       0.104,       0.965,   4.356e-01,      0.2174
Strip 18
 455,   1.308e+01,  -4.318e+00,   1.686e-01,      -0.128,      -0.072,      -0.989,   4.594e-01,      0.2863
 456,   1.277e+01,  -4.318e+00,   2.045e-01,      -0.109,      -0.067,      -0.992,   1.348e+00,      0.3531
 457,   1.216e+01,  -4.318e+00,   2.268e-01,       0.009,      -0.032,      -0.999,   2.143e+00,      0.3735
 458,   1.130e+01,  -4.318e+00,   1.873e-01,       0.073,      -0.012,      -0.997,   2.830e+00,      0.3272
 459,   1.022e+01,  -4.318e+00,   8.513e-02,       0.113,       0.001,      -0.994,   3.360e+00,      0.2680
 460,   9.002e+00,  -4.318e+00,  -5.853e-02,       0.121,       0.004,      -0.993,   3.688e+00,      0.2049
 461,   7.705e+00,  -4.318e+00,  -2.015e-01,       0.099,      -0.005,      -0.995,   3.790e+00,      0.1549
 462,   6.408e+00,  -4.318e+00,  -2.981e-01,       0.049,      -0.026,      -0.998,   3.667e+00,      0.1472
 463,   5.187e+00,  -4.318e+00,  -3.219e-01,      -0.012,      -0.053,      -0.999,   3.344e+00,      0.2020
 464,   4.112e+00,  -4.318e+00,  -2.792e-01,      -0.072,      -0.080,      -0.994,   2.839e+00,      0.3128
 465,   3.246e+00,  -4.318e+00,  -1.904e-01,      -0.140,      -0.114,      -0.984,   2.178e+00,      0.4787
 466,   2.638e+00,  -4.318e+00,  -6.679e-02,      -0.283,      -0.184,      -0.941,   1.420e+00,      0.7268
 467,   2.326e+00,  -4.318e+00,   8.090e-02,      -0.651,      -0.363,      -0.666,   6.815e-01,      0.6182
 468,   2.326e+00,  -4.317e+00,   3.025e-01,      -0.802,      -0.401,       0.442,   1.030e+00,     -1.5125
 469,   2.638e+00,  -4.317e+00,   5.817e-01,      -0.488,      -0.226,       0.843,   1.586e+00,     -1.8614
 470,   3.246e+00,  -4.317e+00,   8.450e-01,      -0.321,      -0.140,       0.937,   2.287e+00,     -1.4549
 471,   4.112e+00,  -4.316e+00,   1.078e+00,      -0.207,      -0.083,       0.975,   2.895e+00,     -1.3101
 472,   5.187e+00,  -4.316e+00,   1.242e+00,      -0.101,      -0.033,       0.994,   3.357e+00,     -1.2181
 473,   6.408e+00,  -4.316e+00,   1.299e+00,       0.003,       0.013,       1.000,   3.660e+00,     -1.0758
 474,   7.705e+00,  -4.316e+00,   1.233e+00,       0.097,       0.052,       0.994,   3.792e+00,     -0.8514
 475,   9.002e+00,  -4.316e+00,   1.063e+00,       0.163,       0.077,       0.984,   3.721e+00,     -0.5920
 476,   1.022e+01,  -4.317e+00,   8.352e-01,       0.204,       0.092,       0.975,   3.424e+00,     -0.3511
 477,   1.130e+01,  -4.317e+00,   6.007e-01,       0.222,       0.098,       0.970,   2.908e+00,     -0.1591
 478,   1.216e+01,  -4.317e+00,   4.010e-01,       0.226,       0.099,       0.969,   2.210e+00,     -0.0296
 479,   1.277e+01,  -4.318e+00,   2.560e-01,       0.239,       0.103,       0.965,   1.385e+00,      0.1179
 480,   1.308e+01,  -4.318e+00,   1.782e-01,       0.242,       0.103,       0.965,   4.711e-01,      0.2139
Strip 19
 481,   1.227e+01,  -1.443e+00,   6.379e-02,      -0.128,      -0.072,      -0.989,   4.918e-01,      0.2864
 482,   1.194e+01,  -1.442e+00,   1.020e-01,      -0.109,      -0.067,      -0.992,   1.443e+00,      0.3530
 483,   1.129e+01,  -1.442e+00,   1.257e-01,       0.009,      -0.032,      -0.999,   2.294e+00,      0.3720
 484,   1.037e+01,  -1.443e+00,   8.368e-02,       0.073,      -0.012,      -0.997,   3.029e+00,      0.3209
 485,   9.230e+00,  -1.443e+00,  -2.491e-02,       0.113,       0.001,      -0.994,   3.596e+00,      0.2565
 486,   7.931e+00,  -1.443e+00,  -1.776e-01,       0.121,       0.004,      -0.993,   3.948e+00,      0.1909
 487,   6.553e+00,  -1.443e+00,  -3.297e-01,       0.099,      -0.005,      -0.995,   4.056e+00,      0.1423
 488,   5.174e+00,  -1.443e+00,  -4.323e-01,       0.049,      -0.026,      -0.998,   3.925e+00,      0.1381
 489,   3.876e+00,  -1.443e+00,  -4.576e-01,      -0.012,      -0.053,      -0.999,   3.579e+00,      0.1945
 490,   2.733e+00,  -1.443e+00,  -4.122e-01,      -0.072,      -0.080,      -0.994,   3.039e+00,      0.3019
 491,   1.813e+00,  -1.443e+00,  -3.178e-01,      -0.140,      -0.114,      -0.984,   2.331e+00,      0.4561
 492,   1.167e+00,  -1.443e+00,  -1.864e-01,      -0.283,      -0.184,      -0.941,   1.521e+00,      0.6958
 493,   8.349e-01,  -1.443e+00,  -2.941e-02,      -0.651,      -0.363,      -0.667,   7.296e-01,      0.7342
 494,   8.349e-01,  -1.442e+00,   2.062e-01,      -0.802,      -0.401,       0.442,   1.102e+00,     -0.9569
 495,   1.167e+00,  -1.442e+00,   5.029e-01,      -0.488,      -0.227,       0.843,   1.697e+00,     -1.4135
 496,   1.813e+00,  -1.442e+00,   7.828e-01,      -0.322,      -0.140,       0.936,   2.448e+00,     -1.1698
 497,   2.733e+00,  -1.442e+00,   1.030e+00,      -0.207,      -0.083,       0.975,   3.098e+00,     -1.1219
 498,   3.876e+00,  -1.442e+00,   1.204e+00,      -0.101,      -0.033,       0.994,   3.593e+00,     -1.1125
 499,   5.174e+00,  -1.442e+00,   1.266e+00,       0.003,       0.013,       1.000,   3.917e+00,     -1.0319
 500,   6.553e+00,  -1.442e+00,   1.195e+00,       0.097,       0.052,       0.994,   4.058e+00,     -0.8545
 501,   7.931e+00,  -1.442e+00,   1.015e+00,       0.163,       0.077,       0.984,   3.982e+00,     -0.6207
 502,   9.230e+00,  -1.442e+00,   7.725e-01,       0.204,       0.092,       0.975,   3.665e+00,     -0.3850
 503,   1.037e+01,  -1.442e+00,   5.232e-01,       0.222,       0.098,       0.970,   3.113e+00,     -0.1864
 504,   1.129e+01,  -1.442e+00,   3.109e-01,       0.226,       0.099,       0.969,   2.365e+00,     -0.0475
 505,   1.194e+01,  -1.442e+00,   1.568e-01,       0.239,       0.103,       0.965,   1.482e+00,      0.1077
 506,   1.227e+01,  -1.443e+00,   7.408e-02,       0.242,       0.103,       0.965,   5.042e-01,      0.2071
Strip 20
 507,   1.227e+01,   1.443e+00,   6.379e-02,      -0.128,       0.072,      -0.989,   4.918e-01,      0.2864
 508,   1.194e+01,   1.442e+00,   1.020e-01,      -0.109,       0.067,      -0.992,   1.443e+00,      0.3530
