xflr5 v6.47

Plane Name
T1-10.0 m/s-Panel-Inviscid
QInf  =,   10.000000 ,m/s
Alpha = ,   0.000000
Beta  = ,   0.000°
Phi   = ,   0.000°
Ctrl  = ,   0.000
CL    = ,   0.384561
Cy    = ,   0.000000
Cd=,   0.005172,ICd=,    0.005172,PCd=,    0.000000
Cl   = ,-5.09131e-16
Cm   =,   -0.548252
ICn=,    0.000000,PCn=,    0.000000
XCP=,   12.149461, YCP=,    0.000000, ZCP=,    1.386644 
XNP=,    0.000000
Bending =, 87743.858530

Main Wing
  y-span,Chord,Ai,Cl,PCd,ICd,CmGeom,CmAirf@chord/4,XTrtop,XTrBot,XCP,BM
  -34.9003,   3.6043, -3.894, 0.144920, 0.000000, 0.009865,-0.939486,-0.043073, 0.0000, 0.0000, 0.5018, 0.0000
  -34.6619,   3.6613, -2.994, 0.236901, 0.000000, 0.012393,-1.319396,-0.066807, 0.0000, 0.0000, 0.5243, 0.9380
  -34.1867,   3.7749, -2.215, 0.311640, 0.000000, 0.012056,-1.580073,-0.078495, 0.0000, 0.0000, 0.5076,12.0998
  -33.4780,   3.9444, -1.638, 0.363628, 0.000000, 0.010401,-1.743732,-0.088898, 0.0000, 0.0000, 0.4992,59.9331
  -32.5406,   4.1686, -1.237, 0.396806, 0.000000, 0.008568,-1.775697,-0.095582, 0.0000, 0.0000, 0.4939,193.1269
  -31.3809,   4.4459, -0.971, 0.416230, 0.000000, 0.007057,-1.709212,-0.099414, 0.0000, 0.0000, 0.4910,485.0012
  -30.0069,   4.7744, -0.804, 0.426164, 0.000000, 0.005980,-1.583403,-0.101514, 0.0000, 0.0000, 0.4899,1034.3744
  -28.4278,   5.1520, -0.705, 0.429691, 0.000000, 0.005285,-1.428167,-0.102639, 0.0000, 0.0000, 0.4905,1965.4616
  -26.6546,   5.5761, -0.652, 0.428872, 0.000000, 0.004880,-1.263365,-0.103224, 0.0000, 0.0000, 0.4924,3426.8128
  -24.6993,   6.0436, -0.631, 0.425023, 0.000000, 0.004682,-1.101057,-0.103498, 0.0000, 0.0000, 0.4955,5589.0387
  -22.5753,   6.5516, -0.632, 0.418958, 0.000000, 0.004623,-0.948053,-0.103586, 0.0000, 0.0000, 0.4996,8641.0109
  -20.2971,   7.0963, -0.648, 0.411154, 0.000000, 0.004653,-0.807779,-0.103558, 0.0000, 0.0000, 0.5047,12784.3066
  -17.8802,   7.6743, -0.675, 0.401866, 0.000000, 0.004737,-0.681573,-0.103451, 0.0000, 0.0000, 0.5108,18225.7789
  -15.3412,   8.2815, -0.709, 0.391187, 0.000000, 0.004844,-0.569554,-0.103290, 0.0000, 0.0000, 0.5182,25168.2906
  -12.6974,   8.9137, -0.747, 0.379080, 0.000000, 0.004947,-0.471196,-0.103098, 0.0000, 0.0000, 0.5271,33799.7974
   -9.9668,   9.5666, -0.785, 0.365383, 0.000000, 0.005009,-0.385657,-0.102912, 0.0000, 0.0000, 0.5380,44281.0915
   -7.1682,  10.2359, -0.814, 0.349794, 0.000000, 0.004975,-0.312048,-0.102810, 0.0000, 0.0000, 0.5519,56732.6033
   -4.3206,  10.9168, -0.813, 0.331806, 0.000000, 0.004715,-0.249623,-0.102988, 0.0000, 0.0000, 0.5708,71220.7071
   -1.4435,  11.6048, -0.693, 0.310446, 0.000000, 0.003766,-0.198352,-0.104013, 0.0000, 0.0000, 0.5989,87743.8585
    1.4435,  11.6048, -0.693, 0.310446, 0.000000, 0.003766,-0.198352,-0.104013, 0.0000, 0.0000, 0.5989,87743.8585
    4.3206,  10.9168, -0.813, 0.331806, 0.000000, 0.004715,-0.249623,-0.102988, 0.0000, 0.0000, 0.5708,71220.7071
    7.1682,  10.2359, -0.814, 0.349794, 0.000000, 0.004975,-0.312048,-0.102810, 0.0000, 0.0000, 0.5519,56732.6033
    9.9668,   9.5666, -0.785, 0.365383, 0.000000, 0.005009,-0.385657,-0.102912, 0.0000, 0.0000, 0.5380,44281.0915
   12.6974,   8.9137, -0.747, 0.379080, 0.000000, 0.004947,-0.471196,-0.103098, 0.0000, 0.0000, 0.5271,33799.7974
   15.3412,   8.2815, -0.709, 0.391187, 0.000000, 0.004844,-0.569554,-0.103290, 0.0000, 0.0000, 0.5182,25168.2906
   17.8802,   7.6743, -0.675, 0.401866, 0.000000, 0.004737,-0.681573,-0.103451, 0.0000, 0.0000, 0.5108,18225.7789
   20.2971,   7.0963, -0.648, 0.411154, 0.000000, 0.004653,-0.807779,-0.103558, 0.0000, 0.0000, 0.5047,12784.3066
   22.5753,   6.5516, -0.632, 0.418958, 0.000000, 0.004623,-0.948053,-0.103586, 0.0000, 0.0000, 0.4996,8641.0109
   24.6993,   6.0436, -0.631, 0.425023, 0.000000, 0.004682,-1.101057,-0.103498, 0.0000, 0.0000, 0.4955,5589.0387
   26.6546,   5.5761, -0.652, 0.428872, 0.000000, 0.004880,-1.263365,-0.103224, 0.0000, 0.0000, 0.4924,3426.8128
   28.4278,   5.1520, -0.705, 0.429691, 0.000000, 0.005285,-1.428167,-0.102639, 0.0000, 0.0000, 0.4905,1965.4616
   30.0069,   4.7744, -0.804, 0.426164, 0.000000, 0.005980,-1.583403,-0.101514, 0.0000, 0.0000, 0.4899,1034.3744
   31.3809,   4.4459, -0.971, 0.416230, 0.000000, 0.007057,-1.709212,-0.099414, 0.0000, 0.0000, 0.4910,485.0012
   32.5406,   4.1686, -1.237, 0.396806, 0.000000, 0.008568,-1.775697,-0.095582, 0.0000, 0.0000, 0.4939,193.1269
   33.4780,   3.9444, -1.638, 0.363628, 0.000000, 0.010401,-1.743732,-0.088898, 0.0000, 0.0000, 0.4992,59.9331
   34.1867,   3.7749, -2.215, 0.311640, 0.000000, 0.012056,-1.580073,-0.078495, 0.0000, 0.0000, 0.5076,12.0998
   34.6619,   3.6613, -2.994, 0.236901, 0.000000, 0.012393,-1.319396,-0.066807, 0.0000, 0.0000, 0.5243, 0.9380
   34.9003,   3.6043, -3.894, 0.144920, 0.000000, 0.009865,-0.939486,-0.043073, 0.0000, 0.0000, 0.5018, 0.0000


Main Wing Cp Coefficients
Panel,CtrlPt.x,CtrlPt.y,CtrlPt.z,Nx,Ny,Nz,Area,Cp
 326,   1.670e+01,  -1.787e+01,   6.877e-01,      -0.109,      -0.067,      -0.992,   8.202e-01,      0.3050
 327,   1.627e+01,  -1.787e+01,   7.033e-01,       0.009,      -0.032,      -0.999,   1.304e+00,      0.3226
 328,   1.566e+01,  -1.787e+01,   6.755e-01,       0.073,      -0.012,      -0.997,   1.723e+00,      0.2533
 329,   1.490e+01,  -1.787e+01,   6.038e-01,       0.113,       0.001,      -0.994,   2.046e+00,      0.1622
 330,   1.405e+01,  -1.787e+01,   5.028e-01,       0.120,       0.004,      -0.993,   2.245e+00,      0.0506
 331,   1.313e+01,  -1.787e+01,   4.023e-01,       0.099,      -0.005,      -0.995,   2.307e+00,     -0.0654
 332,   1.222e+01,  -1.787e+01,   3.345e-01,       0.049,      -0.026,      -0.998,   2.232e+00,     -0.1557
 333,   1.136e+01,  -1.787e+01,   3.177e-01,      -0.012,      -0.053,      -0.999,   2.035e+00,     -0.1920
 334,   1.061e+01,  -1.787e+01,   3.477e-01,      -0.072,      -0.080,      -0.994,   1.727e+00,     -0.1871
 335,   9.999e+00,  -1.787e+01,   4.101e-01,      -0.140,      -0.114,      -0.984,   1.325e+00,     -0.1747
 336,   9.573e+00,  -1.787e+01,   4.970e-01,      -0.284,      -0.184,      -0.941,   8.636e-01,     -0.1303
 337,   9.353e+00,  -1.787e+01,   6.008e-01,      -0.652,      -0.364,      -0.665,   4.140e-01,      0.2763
 338,   9.353e+00,  -1.787e+01,   7.565e-01,      -0.801,      -0.401,       0.444,   6.275e-01,      0.6143
 339,   9.573e+00,  -1.787e+01,   9.527e-01,      -0.487,      -0.226,       0.844,   9.667e-01,     -0.1768
 340,   9.999e+00,  -1.786e+01,   1.138e+00,      -0.321,      -0.140,       0.937,   1.393e+00,     -0.4421
 341,   1.061e+01,  -1.786e+01,   1.301e+00,      -0.207,      -0.083,       0.975,   1.763e+00,     -0.6055
 342,   1.136e+01,  -1.786e+01,   1.417e+00,      -0.101,      -0.033,       0.994,   2.043e+00,     -0.7034
 343,   1.222e+01,  -1.786e+01,   1.457e+00,       0.003,       0.013,       1.000,   2.227e+00,     -0.7074
 344,   1.313e+01,  -1.786e+01,   1.411e+00,       0.097,       0.052,       0.994,   2.307e+00,     -0.6041
 345,   1.405e+01,  -1.786e+01,   1.291e+00,       0.163,       0.077,       0.984,   2.263e+00,     -0.4384
 346,   1.490e+01,  -1.786e+01,   1.131e+00,       0.204,       0.092,       0.975,   2.083e+00,     -0.2664
 347,   1.566e+01,  -1.787e+01,   9.661e-01,       0.222,       0.098,       0.970,   1.769e+00,     -0.1226
 348,   1.627e+01,  -1.787e+01,   8.257e-01,       0.226,       0.099,       0.969,   1.344e+00,     -0.0257
 349,   1.670e+01,  -1.787e+01,   7.239e-01,       0.240,       0.103,       0.965,   8.422e-01,      0.0948
 350,   1.692e+01,  -1.787e+01,   6.692e-01,       0.243,       0.104,       0.965,   2.865e-01,      0.1791
Strip 14
 351,   1.620e+01,  -1.533e+01,   5.699e-01,      -0.128,      -0.072,      -0.989,   3.155e-01,      0.2530
 352,   1.596e+01,  -1.533e+01,   5.972e-01,      -0.109,      -0.067,      -0.992,   9.257e-01,      0.3047
 353,   1.550e+01,  -1.533e+01,   6.141e-01,       0.009,      -0.032,      -0.999,   1.472e+00,      0.3221
 354,   1.484e+01,  -1.533e+01,   5.841e-01,       0.073,      -0.012,      -0.997,   1.944e+00,      0.2526
 355,   1.403e+01,  -1.533e+01,   5.066e-01,       0.113,       0.001,      -0.994,   2.308e+00,      0.1610
 356,   1.310e+01,  -1.533e+01,   3.977e-01,       0.120,       0.004,      -0.993,   2.534e+00,      0.0486
 357,   1.212e+01,  -1.533e+01,   2.892e-01,       0.099,      -0.005,      -0.995,   2.603e+00,     -0.0686
 358,   1.113e+01,  -1.533e+01,   2.160e-01,       0.049,      -0.026,      -0.998,   2.519e+00,     -0.1603
 359,   1.021e+01,  -1.533e+01,   1.980e-01,      -0.012,      -0.053,      -0.999,   2.297e+00,     -0.1981
 360,   9.392e+00,  -1.533e+01,   2.303e-01,      -0.072,      -0.080,      -0.994,   1.949e+00,     -0.1952
 361,   8.735e+00,  -1.533e+01,   2.977e-01,      -0.140,      -0.114,      -0.984,   1.495e+00,     -0.1866
 362,   8.274e+00,  -1.533e+01,   3.914e-01,      -0.284,      -0.184,      -0.941,   9.748e-01,     -0.1507
 363,   8.037e+00,  -1.533e+01,   5.034e-01,      -0.652,      -0.364,      -0.665,   4.675e-01,      0.2510
 364,   8.037e+00,  -1.533e+01,   6.715e-01,      -0.802,      -0.401,       0.444,   7.080e-01,      0.6284
 365,   8.274e+00,  -1.533e+01,   8.832e-01,      -0.487,      -0.226,       0.844,   1.091e+00,     -0.1550
 366,   8.735e+00,  -1.533e+01,   1.083e+00,      -0.321,      -0.140,       0.937,   1.572e+00,     -0.4263
 367,   9.392e+00,  -1.533e+01,   1.260e+00,      -0.207,      -0.083,       0.975,   1.989e+00,     -0.5932
 368,   1.021e+01,  -1.533e+01,   1.384e+00,      -0.101,      -0.033,       0.994,   2.306e+00,     -0.6937
 369,   1.113e+01,  -1.532e+01,   1.427e+00,       0.003,       0.013,       1.000,   2.513e+00,     -0.6998
 370,   1.212e+01,  -1.533e+01,   1.377e+00,       0.097,       0.052,       0.994,   2.604e+00,     -0.5986
 371,   1.310e+01,  -1.533e+01,   1.248e+00,       0.163,       0.077,       0.984,   2.554e+00,     -0.4347
 372,   1.403e+01,  -1.533e+01,   1.076e+00,       0.204,       0.092,       0.975,   2.351e+00,     -0.2641
 373,   1.484e+01,  -1.533e+01,   8.977e-01,       0.222,       0.098,       0.970,   1.997e+00,     -0.1213
 374,   1.550e+01,  -1.533e+01,   7.462e-01,       0.226,       0.099,       0.969,   1.517e+00,     -0.0252
 375,   1.596e+01,  -1.533e+01,   6.363e-01,       0.240,       0.103,       0.965,   9.506e-01,      0.0949
 376,   1.620e+01,  -1.533e+01,   5.773e-01,       0.243,       0.104,       0.965,   3.234e-01,      0.1789
Strip 15
 377,   1.545e+01,  -1.269e+01,   4.736e-01,      -0.128,      -0.072,      -0.989,   3.521e-01,      0.2526
 378,   1.520e+01,  -1.269e+01,   5.030e-01,      -0.109,      -0.067,      -0.992,   1.033e+00,      0.3042
 379,   1.470e+01,  -1.269e+01,   5.212e-01,       0.009,      -0.032,      -0.999,   1.643e+00,      0.3215
 380,   1.399e+01,  -1.269e+01,   4.889e-01,       0.073,      -0.012,      -0.997,   2.170e+00,      0.2516
 381,   1.312e+01,  -1.269e+01,   4.055e-01,       0.113,       0.001,      -0.994,   2.576e+00,      0.1594
 382,   1.212e+01,  -1.269e+01,   2.882e-01,       0.120,       0.004,      -0.993,   2.828e+00,      0.0462
 383,   1.106e+01,  -1.269e+01,   1.715e-01,       0.099,      -0.005,      -0.995,   2.905e+00,     -0.0722
 384,   1.000e+01,  -1.269e+01,   9.270e-02,       0.049,      -0.026,      -0.998,   2.811e+00,     -0.1654
 385,   9.003e+00,  -1.269e+01,   7.325e-02,      -0.012,      -0.053,      -0.999,   2.563e+00,     -0.2049
 386,   8.125e+00,  -1.269e+01,   1.081e-01,      -0.072,      -0.080,      -0.994,   2.176e+00,     -0.2043
 387,   7.418e+00,  -1.269e+01,   1.806e-01,      -0.140,      -0.114,      -0.984,   1.669e+00,     -0.1999
 388,   6.922e+00,  -1.269e+01,   2.815e-01,      -0.284,      -0.184,      -0.941,   1.088e+00,     -0.1737
 389,   6.667e+00,  -1.269e+01,   4.021e-01,      -0.652,      -0.363,      -0.666,   5.219e-01,      0.2220
 390,   6.667e+00,  -1.269e+01,   5.830e-01,      -0.802,      -0.401,       0.443,   7.900e-01,      0.6434
 391,   6.922e+00,  -1.269e+01,   8.109e-01,      -0.487,      -0.226,       0.843,   1.217e+00,     -0.1304
 392,   7.418e+00,  -1.269e+01,   1.026e+00,      -0.321,      -0.140,       0.937,   1.754e+00,     -0.4084
 393,   8.125e+00,  -1.268e+01,   1.216e+00,      -0.207,      -0.083,       0.975,   2.220e+00,     -0.5791
 394,   9.003e+00,  -1.268e+01,   1.350e+00,      -0.101,      -0.033,       0.994,   2.573e+00,     -0.6824
 395,   1.000e+01,  -1.268e+01,   1.397e+00,       0.003,       0.013,       1.000,   2.805e+00,     -0.6911
 396,   1.106e+01,  -1.268e+01,   1.343e+00,       0.097,       0.052,       0.994,   2.906e+00,     -0.5923
 397,   1.212e+01,  -1.268e+01,   1.204e+00,       0.163,       0.077,       0.984,   2.851e+00,     -0.4306
 398,   1.312e+01,  -1.269e+01,   1.018e+00,       0.204,       0.092,       0.975,   2.624e+00,     -0.2617
 399,   1.399e+01,  -1.269e+01,   8.265e-01,       0.222,       0.098,       0.970,   2.229e+00,     -0.1201
 400,   1.470e+01,  -1.269e+01,   6.634e-01,       0.226,       0.099,       0.969,   1.693e+00,     -0.0246
 401,   1.520e+01,  -1.269e+01,   5.450e-01,       0.240,       0.103,       0.965,   1.061e+00,      0.0948
 402,   1.545e+01,  -1.269e+01,   4.815e-01,       0.242,       0.104,       0.965,   3.610e-01,      0.1784
Strip 16
 403,   1.468e+01,  -9.960e+00,   3.742e-01,      -0.128,      -0.072,      -0.989,   3.888e-01,      0.2519
 404,   1.441e+01,  -9.960e+00,   4.057e-01,      -0.109,      -0.067,      -0.992,   1.141e+00,      0.3035
 405,   1.387e+01,  -9.960e+00,   4.252e-01,       0.009,      -0.032,      -0.999,   1.814e+00,      0.3206
 406,   1.311e+01,  -9.960e+00,   3.906e-01,       0.073,      -0.012,      -0.997,   2.395e+00,      0.2502
 407,   1.217e+01,  -9.960e+00,   3.011e-01,       0.113,       0.001,      -0.994,   2.844e+00,      0.1574
 408,   1.110e+01,  -9.961e+00,   1.752e-01,       0.120,       0.004,      -0.993,   3.122e+00,      0.0432
 409,   9.966e+00,  -9.961e+00,   4.990e-02,       0.099,      -0.005,      -0.995,   3.208e+00,     -0.0765
 410,   8.829e+00,  -9.962e+00,  -3.467e-02,       0.049,      -0.026,      -0.998,   3.104e+00,     -0.1712
 411,   7.759e+00,  -9.962e+00,  -5.555e-02,      -0.012,      -0.053,      -0.999,   2.830e+00,     -0.2124
 412,   6.817e+00,  -9.962e+00,  -1.813e-02,      -0.072,      -0.080,      -0.994,   2.403e+00,     -0.2142
 413,   6.058e+00,  -9.961e+00,   5.968e-02,      -0.140,      -0.114,      -0.984,   1.843e+00,     -0.2144
 414,   5.526e+00,  -9.961e+00,   1.680e-01,      -0.284,      -0.184,      -0.941,   1.202e+00,     -0.1992
 415,   5.252e+00,  -9.960e+00,   2.974e-01,      -0.652,      -0.363,      -0.666,   5.765e-01,      0.1889
 416,   5.252e+00,  -9.960e+00,   4.916e-01,      -0.802,      -0.401,       0.443,   8.720e-01,      0.6592
 417,   5.526e+00,  -9.959e+00,   7.362e-01,      -0.487,      -0.226,       0.843,   1.343e+00,     -0.1024
 418,   6.058e+00,  -9.958e+00,   9.669e-01,      -0.321,      -0.140,       0.937,   1.936e+00,     -0.3873
 419,   6.817e+00,  -9.957e+00,   1.171e+00,      -0.207,      -0.083,       0.975,   2.450e+00,     -0.5625
 420,   7.759e+00,  -9.956e+00,   1.314e+00,      -0.101,      -0.033,       0.994,   2.841e+00,     -0.6692
 421,   8.829e+00,  -9.956e+00,   1.365e+00,       0.003,       0.013,       1.000,   3.098e+00,     -0.6811
 422,   9.966e+00,  -9.956e+00,   1.307e+00,       0.097,       0.052,       0.994,   3.209e+00,     -0.5855
 423,   1.110e+01,  -9.957e+00,   1.158e+00,       0.163,       0.077,       0.984,   3.149e+00,     -0.4265
 424,   1.217e+01,  -9.958e+00,   9.584e-01,       0.204,       0.092,       0.975,   2.898e+00,     -0.2595
 425,   1.311e+01,  -9.959e+00,   7.529e-01,       0.222,       0.098,       0.970,   2.461e+00,     -0.1190
 426,   1.387e+01,  -9.959e+00,   5.779e-01,       0.226,       0.099,       0.969,   1.870e+00,     -0.0244
 427,   1.441e+01,  -9.960e+00,   4.508e-01,       0.239,       0.103,       0.965,   1.172e+00,      0.0943
 428,   1.468e+01,  -9.960e+00,   3.827e-01,       0.242,       0.104,       0.965,   3.987e-01,      0.1776
Strip 17
 429,   1.389e+01,  -7.163e+00,   2.723e-01,      -0.128,      -0.072,      -0.989,   4.248e-01,      0.2506
 430,   1.360e+01,  -7.163e+00,   3.060e-01,      -0.109,      -0.067,      -0.992,   1.247e+00,      0.3022
 431,   1.303e+01,  -7.163e+00,   3.268e-01,       0.009,      -0.032,      -0.999,   1.982e+00,      0.3190
 432,   1.221e+01,  -7.163e+00,   2.898e-01,       0.073,      -0.012,      -0.997,   2.617e+00,      0.2482
 433,   1.121e+01,  -7.164e+00,   1.940e-01,       0.113,       0.001,      -0.994,   3.108e+00,      0.1545
 434,   1.006e+01,  -7.164e+00,   5.935e-02,       0.121,       0.004,      -0.993,   3.411e+00,      0.0390
 435,   8.845e+00,  -7.164e+00,  -7.473e-02,       0.099,      -0.005,      -0.995,   3.505e+00,     -0.0820
 436,   7.629e+00,  -7.165e+00,  -1.652e-01,       0.049,      -0.026,      -0.998,   3.391e+00,     -0.1779
 437,   6.484e+00,  -7.165e+00,  -1.876e-01,      -0.012,      -0.053,      -0.999,   3.092e+00,     -0.2204
 438,   5.476e+00,  -7.164e+00,  -1.475e-01,      -0.072,      -0.080,      -0.994,   2.625e+00,     -0.2241
 439,   4.664e+00,  -7.164e+00,  -6.426e-02,      -0.140,      -0.114,      -0.984,   2.014e+00,     -0.2291
 440,   4.095e+00,  -7.164e+00,   5.161e-02,      -0.284,      -0.184,      -0.941,   1.313e+00,     -0.2260
 441,   3.802e+00,  -7.164e+00,   1.901e-01,      -0.651,      -0.363,      -0.666,   6.301e-01,      0.1514
 442,   3.802e+00,  -7.163e+00,   3.979e-01,      -0.802,      -0.401,       0.442,   9.526e-01,      0.6763
 443,   4.095e+00,  -7.162e+00,   6.596e-01,      -0.487,      -0.226,       0.843,   1.467e+00,     -0.0687
 444,   4.664e+00,  -7.162e+00,   9.065e-01,      -0.321,      -0.140,       0.937,   2.115e+00,     -0.3609
 445,   5.476e+00,  -7.161e+00,   1.125e+00,      -0.207,      -0.083,       0.975,   2.677e+00,     -0.5411
 446,   6.484e+00,  -7.161e+00,   1.278e+00,      -0.101,      -0.033,       0.994,   3.104e+00,     -0.6525
 447,   7.629e+00,  -7.161e+00,   1.332e+00,       0.003,       0.013,       1.000,   3.384e+00,     -0.6692
 448,   8.845e+00,  -7.161e+00,   1.270e+00,       0.097,       0.052,       0.994,   3.506e+00,     -0.5783
 449,   1.006e+01,  -7.161e+00,   1.111e+00,       0.163,       0.077,       0.984,   3.440e+00,     -0.4230
 450,   1.121e+01,  -7.162e+00,   8.973e-01,       0.204,       0.092,       0.975,   3.166e+00,     -0.2583
 451,   1.221e+01,  -7.162e+00,   6.775e-01,       0.222,       0.098,       0.970,   2.689e+00,     -0.1191
 452,   1.303e+01,  -7.163e+00,   4.902e-01,       0.226,       0.099,       0.969,   2.043e+00,     -0.0251
 453,   1.360e+01,  -7.163e+00,   3.543e-01,       0.239,       0.103,       0.965,   1.280e+00,      0.0931
 454,   1.389e+01,  -7.163e+00,   2.814e-01,       0.242,       0.104,       0.965,   4.356e-01,      0.1761
Strip 18
 455,   1.308e+01,  -4.318e+00,   1.686e-01,      -0.128,      -0.072,      -0.989,   4.594e-01,      0.2484
 456,   1.277e+01,  -4.318e+00,   2.045e-01,      -0.109,      -0.067,      -0.992,   1.348e+00,      0.2998
 457,   1.216e+01,  -4.318e+00,   2.268e-01,       0.009,      -0.032,      -0.999,   2.143e+00,      0.3162
 458,   1.130e+01,  -4.318e+00,   1.873e-01,       0.073,      -0.012,      -0.997,   2.830e+00,      0.2441
 459,   1.022e+01,  -4.318e+00,   8.513e-02,       0.113,       0.001,      -0.994,   3.360e+00,      0.1487
 460,   9.002e+00,  -4.318e+00,  -5.853e-02,       0.121,       0.004,      -0.993,   3.688e+00,      0.0317
 461,   7.705e+00,  -4.318e+00,  -2.015e-01,       0.099,      -0.005,      -0.995,   3.790e+00,     -0.0902
 462,   6.408e+00,  -4.318e+00,  -2.981e-01,       0.049,      -0.026,      -0.998,   3.667e+00,     -0.1856
 463,   5.187e+00,  -4.318e+00,  -3.219e-01,      -0.012,      -0.053,      -0.999,   3.344e+00,     -0.2269
 464,   4.112e+00,  -4.318e+00,  -2.792e-01,      -0.072,      -0.080,      -0.994,   2.839e+00,     -0.2302
 465,   3.246e+00,  -4.318e+00,  -1.904e-01,      -0.140,      -0.114,      -0.984,   2.178e+00,     -0.2382
 466,   2.638e+00,  -4.318e+00,  -6.679e-02,      -0.283,      -0.184,      -0.941,   1.420e+00,     -0.2476
 467,   2.326e+00,  -4.318e+00,   8.090e-02,      -0.651,      -0.363,      -0.666,   6.815e-01,      0.1136
 468,   2.326e+00,  -4.317e+00,   3.025e-01,      -0.802,      -0.401,       0.442,   1.030e+00,      0.6980
 469,   2.638e+00,  -4.317e+00,   5.817e-01,      -0.488,      -0.226,       0.843,   1.586e+00,     -0.0232
 470,   3.246e+00,  -4.317e+00,   8.450e-01,      -0.321,      -0.140,       0.937,   2.287e+00,     -0.3214
 471,   4.112e+00,  -4.316e+00,   1.078e+00,      -0.207,      -0.083,       0.975,   2.895e+00,     -0.5079
 472,   5.187e+00,  -4.316e+00,   1.242e+00,      -0.101,      -0.033,       0.994,   3.357e+00,     -0.6271
 473,   6.408e+00,  -4.316e+00,   1.299e+00,       0.003,       0.013,       1.000,   3.660e+00,     -0.6534
 474,   7.705e+00,  -4.316e+00,   1.233e+00,       0.097,       0.052,       0.994,   3.792e+00,     -0.5719
 475,   9.002e+00,  -4.316e+00,   1.063e+00,       0.163,       0.077,       0.984,   3.721e+00,     -0.4233
 476,   1.022e+01,  -4.317e+00,   8.352e-01,       0.204,       0.092,       0.975,   3.424e+00,     -0.2616
 477,   1.130e+01,  -4.317e+00,   6.007e-01,       0.222,       0.098,       0.970,   2.908e+00,     -0.1230
 478,   1.216e+01,  -4.317e+00,   4.010e-01,       0.226,       0.099,       0.969,   2.210e+00,     -0.0286
 479,   1.277e+01,  -4.318e+00,   2.560e-01,       0.239,       0.103,       0.965,   1.385e+00,      0.0900
 480,   1.308e+01,  -4.318e+00,   1.782e-01,       0.242,       0.103,       0.965,   4.711e-01,      0.1732
Strip 19
 481,   1.227e+01,  -1.443e+00,   6.379e-02,      -0.128,      -0.072,      -0.989,   4.918e-01,      0.2461
 482,   1.194e+01,  -1.442e+00,   1.020e-01,      -0.109,      -0.067,      -0.992,   1.443e+00,      0.2966
 483,   1.129e+01,  -1.442e+00,   1.257e-01,       0.009,      -0.032,      -0.999,   2.294e+00,      0.3100
 484,   1.037e+01,  -1.443e+00,   8.368e-02,       0.073,      -0.012,      -0.997,   3.029e+00,      0.2313
 485,   9.230e+00,  -1.443e+00,  -2.491e-02,       0.113,       0.001,      -0.994,   3.596e+00,      0.1291
 486,   7.931e+00,  -1.443e+00,  -1.776e-01,       0.121,       0.004,      -0.993,   3.948e+00,      0.0091
 487,   6.553e+00,  -1.443e+00,  -3.297e-01,       0.099,      -0.005,      -0.995,   4.056e+00,     -0.1085
 488,   5.174e+00,  -1.443e+00,  -4.323e-01,       0.049,      -0.026,      -0.998,   3.925e+00,     -0.1927
 489,   3.876e+00,  -1.443e+00,  -4.576e-01,      -0.012,      -0.053,      -0.999,   3.579e+00,     -0.2190
 490,   2.733e+00,  -1.443e+00,  -4.122e-01,      -0.072,      -0.080,      -0.994,   3.039e+00,     -0.2079
 491,   1.813e+00,  -1.443e+00,  -3.178e-01,      -0.140,      -0.114,      -0.984,   2.331e+00,     -0.2061
 492,   1.167e+00,  -1.443e+00,  -1.864e-01,      -0.283,      -0.184,      -0.941,   1.521e+00,     -0.2190
 493,   8.349e-01,  -1.443e+00,  -2.941e-02,      -0.651,      -0.363,      -0.667,   7.296e-01,      0.1007
 494,   8.349e-01,  -1.442e+00,   2.062e-01,      -0.802,      -0.401,       0.442,   1.102e+00,      0.7226
 495,   1.167e+00,  -1.442e+00,   5.029e-01,      -0.488,      -0.227,       0.843,   1.697e+00,      0.0615
 496,   1.813e+00,  -1.442e+00,   7.828e-01,      -0.322,      -0.140,       0.936,   2.448e+00,     -0.2302
 497,   2.733e+00,  -1.442e+00,   1.030e+00,      -0.207,      -0.083,       0.975,   3.098e+00,     -0.4258
 498,   3.876e+00,  -1.442e+00,   1.204e+00,      -0.101,      -0.033,       0.994,   3.593e+00,     -0.5680
 499,   5.174e+00,  -1.442e+00,   1.266e+00,       0.003,       0.013,       1.000,   3.917e+00,     -0.6245
 500,   6.553e+00,  -1.442e+00,   1.195e+00,       0.097,       0.052,       0.994,   4.058e+00,     -0.5725
 501,   7.931e+00,  -1.442e+00,   1.015e+00,       0.163,       0.077,       0.984,   3.982e+00,     -0.4426
 502,   9.230e+00,  -1.442e+00,   7.725e-01,       0.204,       0.092,       0.975,   3.665e+00,     -0.2861
 503,   1.037e+01,  -1.442e+00,   5.232e-01,       0.222,       0.098,       0.970,   3.113e+00,     -0.1432
 504,   1.129e+01,  -1.442e+00,   3.109e-01,       0.226,       0.099,       0.969,   2.365e+00,     -0.0420
 505,   1.194e+01,  -1.442e+00,   1.568e-01,       0.239,       0.103,       0.965,   1.482e+00,      0.0819
 506,   1.227e+01,  -1.443e+00,   7.408e-02,       0.242,       0.103,       0.965,   5.042e-01,      0.1676
Strip 20
 507,   1.227e+01,   1.443e+00,   6.379e-02,      -0.128,       0.072,      -0.989,   4.918e-01,      0.2461
